,timestamp,hashtags,tweets,replies,retweets,likes,username,location,friends,followers,verified,all_hashtags,all_hashtags_seg,tweets_prep,tweets_clean,label
299,2020-09-30 19:00:03,peace,"Անսահման

#StopAzerbaijaniAggression #StopAliyev #StopErdogan #Armenia #love #peace #NoToWar",,2.0,5.0,bellalexanyan,Armenia,43,95,0,StopAzerbaijaniAggression StopAliyev StopErdogan Armenia love peace NoToWar,stop azerbaijani aggression stop aliyev stop erdogan armenia love peace no to war,Անսահման      ,Անսահման      ,Azerbaijan_Armenia
305,2020-09-26 23:32:43,conflict,"In sharp contrast with the #humanrights and #democracy records of #Armenia, it comes as no surprise that Azerbaijan’s recent address to the GA is nothing short of a tantrum by a dictatorial regime who’s trying to instrumentalize the #conflict and the #pandemic to seek legitimacy",,2.0,3.0,Sophiasimonyan,New York,831,"1,335",0,humanrights democracy Armenia conflict pandemic,human rights democracy armenia conflict pandemic,"In sharp contrast with the  and  records of , it comes as no surprise that Azerbaijan’s recent address to the GA is nothing short of a tantrum by a dictatorial regime who’s trying to instrumentalize the  and the  to seek legitimacy",In sharp contrast with the  and  records of  it comes as no surprise that Azerbaijan’s recent address to the GA is nothing short of a tantrum by a dictatorial regime who’s trying to instrumentalize the  and the  to seek legitimacy,Azerbaijan_Armenia
310,2020-09-26 22:07:40,conflict,"“Mar”, the Farsi Name for snake, has arrived. #WAR and #conflict between #USA and #Iran. His bite is deadly. BUCKLE up for #action and #adventure. For all retailers, click below #YOUNGADULT #YA",,1.0,,colbenjamin,Texas,46.3K,42.4K,0,WAR conflict USA Iran action adventure YOUNGADULT YA,war conflict usa iran action adventure young adult ya,"“Mar”, the Farsi Name for snake, has arrived.  and  between  and . His bite is deadly. BUCKLE up for  and . For all retailers, click below  ",“Mar” the Farsi Name for snake has arrived  and  between  and  His bite is deadly BUCKLE up for  and  For all retailers click below  ,USA
320,2020-09-26 18:37:44,conflict,"….........&nbsp;&nbsp;
#MyHomeMyPlayground&nbsp;#MHMP&nbsp;
#peace&nbsp;#conflict&nbsp;#peaceandlove&nbsp;
#coexisting #positivevibes #football #coronavirus&nbsp;#harmony&nbsp;#family 
…........&nbsp;&nbsp;
@AFD_en @SDMicroprojets&nbsp;@refugees&nbsp; @amanikibera",,,,FutbolMasKenya,"Nairobi, Kenya",109,59,0,MyHomeMyPlayground MHMP peace conflict peaceandlove coexisting positivevibes football coronavirus harmony family,my home my playground mh mp peace conflict peace and love coexisting positive vibes football coronavirus harmony family,….........&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;   &nbsp;&nbsp; …........&nbsp;&nbsp; &nbsp;&nbsp; ,…nbspnbspnbspnbspnbspnbspnbsp   nbspnbsp …nbspnbsp nbspnbsp ,covid
321,2020-09-26 17:51:48,conflict,"#DevelopmentNewsUpdate

#Conflict, #climatecrisis #threaten fragile gains to advance #women and #children #health

Read the full article at
http://developmentchannel.org/2020/09/26/5-312/…

#fragilegains #threattohealth #womenandchildren #conflict #climatecrises #Covid19 #peopleatrisk #protecttheprogress",,,2.0,DevChanl,,113,364,0,DevelopmentNewsUpdate Conflict climatecrisis threaten women children health fragilegains threattohealth womenandchildren conflict climatecrises Covid19 peopleatrisk protecttheprogress,development news update conflict climate crisis threaten women children health fragile gains threat to health women and children conflict climate crises covid19 people at risk protect the progress,",   fragile gains to advance  and  Read the full article at…       ",   fragile gains to advance  and  Read the full article at…       ,covid
322,2020-09-26 17:06:08,conflict,"#Conflict of interests"" has zero meaning under trump regime in 2020 AD. #USA apparatus of government has been undermined by #trump. trump as ""president"" invalidates legitimacy of federal government.",,,,terra_malum,Negro section of town,8,5,0,Conflict USA trump,conflict usa trump," of interests"" has zero meaning under trump regime in  AD.  apparatus of government has been undermined by . trump as ""president"" invalidates legitimacy of federal government.", of interests has zero meaning under trump regime in  AD  apparatus of government has been undermined by  trump as president invalidates legitimacy of federal government,USA
331,2020-09-26 15:05:06,conflict,"Rotary International District 3271 held the first ever International Conference on Peace, Conflict Prevention https://eng.jeeveypakistan.com/?p=5378 #Rotary #Club #Peace #Kashmir #Conflict #Pakistan #India #UN #UK #USA",,,,jeeveypakistan,"Karachi, Pakistan","3,426","4,199",0,Rotary Club Peace Kashmir Conflict Pakistan India UN UK USA,rotary club peace kashmir conflict pakistan india un uk usa,"Rotary International District  held the first ever International Conference on Peace, Conflict Prevention           ",Rotary International District  held the first ever International Conference on Peace Conflict Prevention           ,USA
350,2020-09-26 08:53:33,conflict,"The beleaguered Modi government in India is using the virus as an excuse to explain away the impact of its bad policies over the last several years, argues A Sreenivasa Reddy @aioloni 
https://bit.ly/36cjQBQ
 
#India #economy #pandemic #conflict",,,,KTOpinion,,822,599,0,India economy pandemic conflict,india economy pandemic conflict,"The beleaguered Modi government in India is using the virus as an excuse to explain away the impact of its bad policies over the last several years, argues A Sreenivasa Reddy      ",The beleaguered Modi government in India is using the virus as an excuse to explain away the impact of its bad policies over the last several years argues A Sreenivasa Reddy      ,covid
352,2020-09-26 07:39:20,conflict,"Even a stopped/broken clock is right twice a day.

Participating at a panel discussion on the Nagorno #Karabakh #conflict on the sidelines of the #MunichSecurityConference, #Armenian #PrimeMinister #NikolPashinyan&nbsp;confirmed that #Karabakh is  a part of #Azerbaijan",,1.0,10.0,elman_murad,Aserbaidschan,566,"3,468",0,Karabakh conflict MunichSecurityConference Armenian PrimeMinister NikolPashinyan Karabakh Azerbaijan,karabakh conflict munich security conference armenian prime minister nikol pa shiny an karabakh azerbaijan,"Even a stopped/broken clock is right twice a day.Participating at a panel discussion on the Nagorno   on the sidelines of the ,   &nbsp;confirmed that  is  a part of ",Even a stoppedbroken clock is right twice a dayParticipating at a panel discussion on the Nagorno   on the sidelines of the    nbspconfirmed that  is  a part of ,Azerbaijan_Armenia
353,2020-09-26 06:35:01,conflict,"""The #coronavirus #pandemic threatens to raise the risks in recent post-conflict states and other countries not experiencing #conflict.""

@ForeignPolicy",,,1.0,A_blahMard,,396,89,0,coronavirus pandemic conflict,coronavirus pandemic conflict,"""The   threatens to raise the risks in recent post-conflict states and other countries not experiencing .""",The   threatens to raise the risks in recent postconflict states and other countries not experiencing ,covid
358,2020-09-26 04:09:22,conflict,"#Conflict in the #MiddleEast has no solution other than to win the war by One Side. 
The biggest problem is that #Israel does not want coexistence, it plans to wipe out #Islam and its symbols such as #AlAqsaMosque in #Jerusalem.
That plan will not carried out while #Palestinians",2.0,,1.0,AbdulkaderMy,,"6,388","6,447",0,Conflict MiddleEast Israel Islam AlAqsaMosque Jerusalem Palestinians,conflict middle east israel islam al aqsa mosque jerusalem palestinians," in the  has no solution other than to win the war by One Side. The biggest problem is that  does not want coexistence, it plans to wipe out  and its symbols such as  in .That plan will not carried out while ", in the  has no solution other than to win the war by One Side The biggest problem is that  does not want coexistence it plans to wipe out  and its symbols such as  in That plan will not carried out while ,USA
367,2020-09-27 23:32:15,conflict,Who is right? Azerbaijan/Qarabaq or Armenia/Artsakh #caucaus #artsakh #NagornoKarabakh #nagorno #azerbaijan #baku #Karabakh #Armenia #KarabakhisAzerbaijan #ArtsakhStrong #war #conflict,1.0,,,AgonTurkaj,Kosovo,145,41,0,caucaus artsakh NagornoKarabakh nagorno azerbaijan baku Karabakh Armenia KarabakhisAzerbaijan ArtsakhStrong war conflict,cauca us artsakh nagorno karabakh nagorno azerbaijan baku karabakh armenia karabakh is azerbaijan artsakh strong war conflict,Who is right? Azerbaijan/Qarabaq or Armenia/Artsakh            ,Who is right AzerbaijanQarabaq or ArmeniaArtsakh            ,Azerbaijan_Armenia
369,2020-09-27 22:57:09,conflict,#conflict #TrumpLiesEverytimeHeSpeaks,,,,caligrannie,"Bargersville, IN","2,134",232,0,conflict TrumpLiesEverytimeHeSpeaks,conflict trump lies every time he speaks, , ,USA
370,2020-09-27 22:46:31,conflict,"Not just #elections. What’s the impact of a #celebrity or #influencer on (international) #politics and a #conflict?! Kim
#Kardashian, an American of #Armenian descent just started to use her multimedia channels and millions of #fol…https://lnkd.in/eta8eX5 https://lnkd.in/esn2qjx",,,,fchaas,Bielefeld Germany,332,297,0,elections celebrity influencer politics conflict Kardashian Armenian fol,elections celebrity influencer politics conflict kar dash ian armenian fol,"Not just . What’s the impact of a  or  on (international)  and a ?! Kim, an American of  descent just started to use her multimedia channels and millions of … ",Not just  What’s the impact of a  or  on international  and a  Kim an American of  descent just started to use her multimedia channels and millions of … ,Azerbaijan_Armenia
372,2020-09-27 22:34:46,conflict,"Only #Turkey supported the #war in the #world about the #Armenian #Azeri #conflict that started today.
As all countries and international organizations call for #ceasefire, the Palace and the media continue to fight.
War is a disaster!
#ArtsakhStrong #StopAzerbaijaniAggression",,,,lia_mkhitaryan,"Yerevan, Armenia",498,799,0,Turkey war world Armenian Azeri conflict ceasefire ArtsakhStrong StopAzerbaijaniAggression,turkey war world armenian azeri conflict ceasefire artsakh strong stop azerbaijani aggression,"Only  supported the  in the  about the    that started today.As all countries and international organizations call for , the Palace and the media continue to fight.War is a disaster! ",Only  supported the  in the  about the    that started todayAs all countries and international organizations call for  the Palace and the media continue to fightWar is a disaster ,Azerbaijan_Armenia
373,2020-09-27 22:34:13,conflict,#Armenia #Azerbaijan #clashes #conflict,,,1.0,MilitaryHisTV,,168,38,0,Armenia Azerbaijan clashes conflict,armenia azerbaijan clashes conflict,   ,   ,Azerbaijan_Armenia
374,2020-09-27 21:52:04,conflict,#Armenia #Azerbaijan #conflict,,,,BonjourSunil,"Brisbane, Queensland",875,104,0,Armenia Azerbaijan conflict,armenia azerbaijan conflict,  ,  ,Azerbaijan_Armenia
375,2020-09-27 21:30:08,conflict,#Armenia declares martial law after clashes with #Azerbaijan. Both sides report casualties after clashes in disputed region of #Nagorno_Karabakh. https://politico.eu/article/armenia-declares-martial-law-azerbaijan-military/… #conflict #russia #turkey,1.0,1.0,,TheNorwegianFox,"South Carolina, USA","4,499","2,039",0,Armenia Azerbaijan Nagorno_Karabakh conflict russia turkey,armenia azerbaijan nagorno karabakh conflict russia turkey, declares martial law after clashes with . Both sides report casualties after clashes in disputed region of . …   , declares martial law after clashes with  Both sides report casualties after clashes in disputed region of  …   ,Azerbaijan_Armenia
377,2020-09-27 20:56:31,conflict,"In one part of the world a bright moment in a long dark conflict: agreement signed to release 1081 detainees,
.@ICRC to help reunite with families. #Yemen 

In another part of the world, 
#conflict takes civilian lives, destroys families.
.@ICRC there too, calling for restraint.",,,4.0,marciakimwong,"Washington, DC","1,042","1,100",0,Yemen conflict,yemen conflict,"In one part of the world a bright moment in a long dark conflict: agreement signed to release  detainees,. to help reunite with families.  In another part of the world,  takes civilian lives, destroys families.. there too, calling for restraint.",In one part of the world a bright moment in a long dark conflict agreement signed to release  detainees to help reunite with families  In another part of the world  takes civilian lives destroys families there too calling for restraint,Yemen
380,2020-09-27 20:39:48,conflict,"Hello there:

I do not know who started this #conflict 

What I know is that large problems between #Azerbaijan and #Armenia still exist. 

I believe really real progressives on both sides want an end to this senseless #violence. 

Our #world is big enough 

#covid19",1.0,,1.0,s4455660000,,0,0,0,conflict Azerbaijan Armenia violence world covid19,conflict azerbaijan armenia violence world covid19,Hello there:I do not know who started this  What I know is that large problems between  and  still exist. I believe really real progressives on both sides want an end to this senseless . Our  is big enough ,Hello thereI do not know who started this  What I know is that large problems between  and  still exist I believe really real progressives on both sides want an end to this senseless  Our  is big enough ,Azerbaijan_Armenia
